query_index,facts_file_primary_no_default,task_primary_no_default,baseline_refs_primary_no_default,diverse_refs_primary_no_default,changed_order_primary_no_default,changed_reference_set_primary_no_default,top1_preserved_primary_no_default,baseline_top_similarity_primary_no_default,diverse_top_similarity_primary_no_default,baseline_mean_similarity_primary_no_default,diverse_mean_similarity_primary_no_default,baseline_unique_models_primary_no_default,diverse_unique_models_primary_no_default,baseline_has_duplicate_models_primary_no_default,diverse_has_duplicate_models_primary_no_default,baseline_intra_list_dissimilarity_primary_no_default,diverse_intra_list_dissimilarity_primary_no_default,facts_file_default_sync,task_default_sync,baseline_refs_default_sync,diverse_refs_default_sync,changed_order_default_sync,changed_reference_set_default_sync,top1_preserved_default_sync,baseline_top_similarity_default_sync,diverse_top_similarity_default_sync,baseline_mean_similarity_default_sync,diverse_mean_similarity_default_sync,baseline_unique_models_default_sync,diverse_unique_models_default_sync,baseline_has_duplicate_models_default_sync,diverse_has_duplicate_models_default_sync,baseline_intra_list_dissimilarity_default_sync,diverse_intra_list_dissimilarity_default_sync,facts_file_equal,task_equal,baseline_ranking_equal,baseline_top1_equal,baseline_refset_equal,baseline_top_similarity_diff_primary_minus_default,baseline_mean_similarity_diff_primary_minus_default,baseline_unique_models_diff_primary_minus_default,baseline_intra_list_dissimilarity_diff_primary_minus_default,diverse_ranking_equal,diverse_top1_equal,diverse_refset_equal,diverse_top_similarity_diff_primary_minus_default,diverse_mean_similarity_diff_primary_minus_default,diverse_unique_models_diff_primary_minus_default,diverse_intra_list_dissimilarity_diff_primary_minus_default
1035,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_df04a14fe010.ttl,One step future state forecast,"131,132,106,10,135","131,10,135,132,133",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.34907363834422656,0.32854030501089326,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_df04a14fe010.ttl,One step future state forecast,"131,132,106,10,135","131,10,135,132,249",True,True,True,0.645,0.645,0.645,0.6314,5,5,0,0,0.34907363834422656,0.4007625272331155,True,True,True,True,True,0.061999999999999944,0.061999999999999944,0.0,0.0,False,True,False,0.061999999999999944,0.0756,0.0,-0.07222222222222224
1036,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_df24e041485e.ttl,Fault feature extraction,"32,253,198,17,70","32,190,198,229,235",True,True,True,0.546,0.546,0.5308,0.5204000000000001,5,5,0,0,0.4459120955873182,0.5967863247863249,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_df24e041485e.ttl,Fault feature extraction,"32,253,198,17,70","32,190,198,229,235",True,True,True,0.537,0.537,0.5248000000000002,0.5166000000000001,5,5,0,0,0.4459120955873182,0.5967863247863249,True,True,True,True,True,0.009000000000000008,0.005999999999999894,0.0,0.0,True,True,True,0.009000000000000008,0.0038000000000000256,0.0,0.0
1037,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e049a7b635d8.ttl,Fault detection,"209,211,191,175,98","209,33,211,175,44",True,True,True,0.595,0.595,0.5925999999999999,0.5905999999999999,5,5,0,0,0.4688882783882783,0.5739641636141637,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e049a7b635d8.ttl,Fault detection,"209,211,191,175,98","209,33,211,175,44",True,True,True,0.573,0.573,0.571,0.5691999999999999,5,5,0,0,0.4688882783882783,0.5739641636141637,True,True,True,True,True,0.02200000000000002,0.021599999999999953,0.0,0.0,True,True,True,0.02200000000000002,0.021399999999999975,0.0,0.0
1038,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e0867f5c7c21.ttl,Fault detection,"230,195,42,41,44","230,41,195,34,44",True,True,True,0.589,0.589,0.5839999999999999,0.5839999999999999,5,5,0,0,0.5206490055431997,0.4903532755903889,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e0867f5c7c21.ttl,Fault detection,"230,195,42,41,44","230,41,195,34,44",True,True,True,0.568,0.568,0.5638,0.5638,5,5,0,0,0.5206490055431997,0.4903532755903889,True,True,True,True,True,0.02100000000000002,0.020199999999999885,0.0,0.0,True,True,True,0.02100000000000002,0.020199999999999885,0.0,0.0
1039,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e0f37b2abd9b.ttl,Health assessment,"31,38,239,213,221","31,213,239,221,104",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.5621461887290472,0.5927769588210243,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e0f37b2abd9b.ttl,Health assessment,"31,38,239,213,221","31,213,239,221,104",True,True,True,0.559,0.559,0.559,0.559,5,5,0,0,0.5621461887290472,0.5927769588210243,True,True,True,True,True,0.017999999999999905,0.017999999999999905,0.0,0.0,True,True,True,0.017999999999999905,0.017999999999999905,0.0,0.0
1040,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e147d0266de1.ttl,Fault detection,"215,195,175,218,245","215,195,166,218,20",True,True,True,0.604,0.604,0.5984,0.5948,5,5,0,0,0.5192270684641819,0.579756756702633,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e147d0266de1.ttl,Fault detection,"215,195,175,218,245","215,200,166,218,211",True,True,True,0.58,0.58,0.5753999999999999,0.5693999999999999,5,5,0,0,0.5192270684641819,0.6198774544169281,True,True,True,True,True,0.02400000000000002,0.02300000000000013,0.0,0.0,False,True,False,0.02400000000000002,0.02540000000000009,0.0,-0.04012069771429505
1041,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e15e43af9a53.ttl,Fault detection,"230,200,215,98,42","230,41,200,34,44",True,True,True,0.598,0.598,0.5878,0.587,5,5,0,0,0.4998676338281601,0.4852415917415918,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e15e43af9a53.ttl,Fault detection,"230,200,215,98,42","230,41,200,34,44",True,True,True,0.575,0.575,0.567,0.5662,5,5,0,0,0.4998676338281601,0.4852415917415918,True,True,True,True,True,0.02300000000000002,0.02080000000000004,0.0,0.0,True,True,True,0.02300000000000002,0.02079999999999993,0.0,0.0
1042,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e1bb0b3a326e.ttl,Health assessment,"31,38,104,221,173","31,7,104,239,221",True,True,True,0.531,0.531,0.5237999999999999,0.518,5,5,0,0,0.49277462228501445,0.5903500277562428,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e1bb0b3a326e.ttl,Health assessment,"31,38,104,221,173","31,7,104,239,221",True,True,True,0.525,0.525,0.5189999999999999,0.5144,5,5,0,0,0.49277462228501445,0.5903500277562428,True,True,True,True,True,0.006000000000000005,0.0048000000000000265,0.0,0.0,True,True,True,0.006000000000000005,0.0036000000000000476,0.0,0.0
1043,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e1fbd2839a8f.ttl,Fault detection,"200,215,19,166,167","200,215,166,218,19",True,True,True,0.534,0.534,0.5194000000000001,0.5176000000000001,4,5,1,0,0.5214608636977058,0.5840332985727723,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e1fbd2839a8f.ttl,Fault detection,"200,215,19,166,167","200,215,166,218,19",True,True,True,0.527,0.527,0.5154,0.514,4,5,1,0,0.5214608636977058,0.5840332985727723,True,True,True,True,True,0.007000000000000006,0.004000000000000115,0.0,0.0,True,True,True,0.007000000000000006,0.0036000000000000476,0.0,0.0
1044,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e24dbd3f4270.ttl,Fault detection,"215,166,167,72,209","215,200,166,218,211",True,True,True,0.598,0.598,0.5906,0.5878,4,5,1,0,0.5281532918301212,0.6198774544169281,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e24dbd3f4270.ttl,Fault detection,"215,166,167,72,209","215,200,166,218,211",True,True,True,0.575,0.575,0.5692,0.5672,4,5,1,0,0.5281532918301212,0.6198774544169281,True,True,True,True,True,0.02300000000000002,0.021399999999999975,0.0,0.0,True,True,True,0.02300000000000002,0.02059999999999995,0.0,0.0
1045,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e2e11d66f230.ttl,Fault detection,"195,19,200,215,20","195,44,218,245,211",True,True,True,0.524,0.524,0.5154,0.51,4,5,1,0,0.39734038705009944,0.6000158163714866,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e2e11d66f230.ttl,Fault detection,"195,19,200,215,20","195,44,218,245,211",True,True,True,0.519,0.519,0.5124000000000001,0.508,4,5,1,0,0.39734038705009944,0.6000158163714866,True,True,True,True,True,0.0050000000000000044,0.0029999999999998916,0.0,0.0,True,True,True,0.0050000000000000044,0.0020000000000000018,0.0,0.0
1046,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e4c6a92beaec.ttl,Fault detection,"19,215,218,20,230","19,211,218,166,215",True,True,True,0.524,0.524,0.5146,0.5120000000000001,4,5,1,0,0.40900793650793654,0.6097162559662559,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e4c6a92beaec.ttl,Fault detection,"19,215,218,20,230","19,211,218,166,215",True,True,True,0.519,0.519,0.5115999999999999,0.5098,4,5,1,0,0.40900793650793654,0.6097162559662559,True,True,True,True,True,0.0050000000000000044,0.0030000000000000027,0.0,0.0,True,True,True,0.0050000000000000044,0.0022000000000000908,0.0,0.0
1047,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e57239423e97.ttl,Remaining useful life estimation,"35,37,36,28,30","35,36,115,37,30",True,True,True,0.546,0.546,0.546,0.546,4,5,1,0,0.2680996168582376,0.29012887495646117,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e57239423e97.ttl,Remaining useful life estimation,"259,249,250,35,37","259,249,120,30,36",True,True,True,0.662,0.662,0.6008,0.5814,5,5,0,0,0.36626436781609195,0.421,True,True,False,False,False,-0.11599999999999999,-0.05479999999999996,-1.0,-0.09816475095785437,False,False,False,-0.11599999999999999,-0.03539999999999999,0.0,-0.13087112504353882
1048,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e63ca102b55f.ttl,Health assessment,"221,31,38,104,188","221,239,7,104,31",True,True,True,0.614,0.614,0.5923999999999999,0.592,5,5,0,0,0.4761469847406201,0.5903500277562428,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e63ca102b55f.ttl,Health assessment,"221,31,38,104,188","221,239,7,104,31",True,True,True,0.587,0.587,0.571,0.5704,5,5,0,0,0.4761469847406201,0.5903500277562428,True,True,True,True,True,0.027000000000000024,0.021399999999999975,0.0,0.0,True,True,True,0.027000000000000024,0.021599999999999953,0.0,0.0
1049,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e6992b804d17.ttl,Fault detection,"218,98,245,19,230","218,175,211,44,230",True,True,True,0.517,0.517,0.5112,0.5088,5,5,0,0,0.42507203907203905,0.6046794871794872,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e6992b804d17.ttl,Fault detection,"218,98,245,19,230","218,175,211,44,230",True,True,True,0.514,0.514,0.5092000000000001,0.5074,5,5,0,0,0.42507203907203905,0.6046794871794872,True,True,True,True,True,0.0030000000000000027,0.0019999999999998908,0.0,0.0,True,True,True,0.0030000000000000027,0.0014000000000000679,0.0,0.0
1050,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e6a42e1b816c.ttl,One step future state forecast,"106,131,132,135,133","106,132,135,10,134",True,True,True,0.587,0.587,0.5846,0.5838,5,5,0,0,0.2995798319327731,0.3655148148148148,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e6a42e1b816c.ttl,One step future state forecast,"106,131,132,135,133","106,132,135,255,259",True,True,True,0.566,0.566,0.5644,0.5432,5,5,0,0,0.2995798319327731,0.4828212334113974,True,True,True,True,True,0.02100000000000002,0.020199999999999996,0.0,0.0,False,True,False,0.02100000000000002,0.04059999999999997,0.0,-0.11730641859658258
1051,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e7586c5f3e90.ttl,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.4394110275689223,0.4859203463203463,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e7586c5f3e90.ttl,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.559,0.559,0.559,0.559,5,5,0,0,0.4394110275689223,0.4859203463203463,True,True,True,True,True,0.017999999999999905,0.017999999999999905,0.0,0.0,True,True,True,0.017999999999999905,0.017999999999999905,0.0,0.0
1052,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e7dd5b3c1da8.ttl,Health assessment,"239,153,154,193,188","239,104,188,31,153",True,True,True,0.539,0.539,0.5372,0.5256000000000001,4,5,1,0,0.43862851086380494,0.5791523249720998,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e7dd5b3c1da8.ttl,Health assessment,"239,153,154,193,188","239,104,188,31,153",True,True,True,0.531,0.531,0.5296000000000001,0.5204000000000001,4,5,1,0,0.43862851086380494,0.5791523249720998,True,True,True,True,True,0.008000000000000007,0.00759999999999994,0.0,0.0,True,True,True,0.008000000000000007,0.005199999999999982,0.0,0.0
1053,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e86db4320b62.ttl,Health assessment,"7,177,227,31,38","7,227,104,221,193",True,True,True,0.598,0.598,0.5946,0.5916,4,5,1,0,0.5003471059523885,0.6004300869695607,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e86db4320b62.ttl,Health assessment,"7,177,227,31,38","7,227,104,221,193",True,True,True,0.575,0.575,0.5725999999999999,0.5702,4,5,1,0,0.5003471059523885,0.6004300869695607,True,True,True,True,True,0.02300000000000002,0.02200000000000013,0.0,0.0,True,True,True,0.02300000000000002,0.021399999999999975,0.0,0.0
1054,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e87842fbcb67.ttl,Fault detection,"200,230,166,167,42","200,166,230,34,33",True,True,True,0.527,0.527,0.5157999999999999,0.5149999999999999,4,5,1,0,0.47821402281928593,0.4826223162802109,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e87842fbcb67.ttl,Fault detection,"200,230,166,167,42","200,166,230,34,33",True,True,True,0.522,0.522,0.5130000000000001,0.5122,4,5,1,0,0.47821402281928593,0.4826223162802109,True,True,True,True,True,0.0050000000000000044,0.0027999999999998026,0.0,0.0,True,True,True,0.0050000000000000044,0.0027999999999999137,0.0,0.0
1055,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e8ae7f1e0a4d.ttl,Fault detection,"215,42,41,44,43","215,195,44,34,33",True,True,True,0.598,0.598,0.5955999999999999,0.5955999999999999,5,5,0,0,0.39560656448814346,0.5474298788840026,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e8ae7f1e0a4d.ttl,Fault detection,"215,42,41,44,43","215,195,44,34,33",True,True,True,0.575,0.575,0.5733999999999999,0.5733999999999999,5,5,0,0,0.39560656448814346,0.5474298788840026,True,True,True,True,True,0.02300000000000002,0.022199999999999998,0.0,0.0,True,True,True,0.02300000000000002,0.022199999999999998,0.0,0.0
1056,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e8c8a5c919af.ttl,Remaining useful life estimation,"97,127,69,51,53","97,208,204,55,59",True,True,True,0.501,0.501,0.5006,0.5002,5,5,0,0,0.3625452503501284,0.5687076164851737,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e8c8a5c919af.ttl,Remaining useful life estimation,"249,250,259,97,127","249,259,55,127,69",True,True,True,0.632,0.632,0.5795999999999999,0.5532,5,5,0,0,0.3994148286217252,0.48498483849703355,True,True,False,False,False,-0.131,-0.07899999999999985,0.0,-0.036869578271596815,False,False,False,-0.131,-0.05300000000000005,0.0,0.0837227779881401
1057,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ea58497e74a2.ttl,Fault detection,"200,166,167,19,72","200,166,230,19,47",True,True,True,0.609,0.609,0.6013999999999999,0.5968,4,5,1,0,0.4352013973403575,0.4589823947981843,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ea58497e74a2.ttl,Fault detection,"200,166,167,19,72","200,166,230,19,47",True,True,True,0.583,0.583,0.5778,0.5741999999999999,4,5,1,0,0.4352013973403575,0.4589823947981843,True,True,True,True,True,0.026000000000000023,0.023599999999999954,0.0,0.0,True,True,True,0.026000000000000023,0.022600000000000064,0.0,0.0
1058,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ea94175ddfd5.ttl,Fault detection,"195,19,20,72,166","195,44,215,19,211",True,True,True,0.527,0.527,0.517,0.5122,4,5,1,0,0.3773636178589661,0.59920869365457,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ea94175ddfd5.ttl,Fault detection,"195,19,20,72,166","195,44,215,19,211",True,True,True,0.522,0.522,0.5138,0.5098,4,5,1,0,0.3773636178589661,0.59920869365457,True,True,True,True,True,0.0050000000000000044,0.0031999999999999806,0.0,0.0,True,True,True,0.0050000000000000044,0.0023999999999999577,0.0,0.0
1059,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ea99c14d2914.ttl,Remaining useful life estimation,"51,53,52,55,54","51,126,108,55,3",True,True,True,0.614,0.614,0.614,0.614,4,5,1,0,0.28709160571229536,0.4219032879215052,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ea99c14d2914.ttl,Remaining useful life estimation,"259,249,250,51,53","259,249,55,126,108",True,True,True,0.717,0.717,0.6638,0.6388,5,5,0,0,0.3493504005572971,0.5047400109469076,True,True,False,False,False,-0.10299999999999998,-0.049799999999999955,-1.0,-0.06225879484500174,False,False,False,-0.10299999999999998,-0.024800000000000044,0.0,-0.08283672302540235
1060,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_eaa56f09ab61.ttl,Fault detection,"200,230,72,209,211","200,44,230,211,34",True,True,True,0.512,0.512,0.5082000000000001,0.5072,5,5,0,0,0.4565833333333333,0.520430408772514,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_eaa56f09ab61.ttl,Fault detection,"200,230,72,209,211","200,44,230,211,34",True,True,True,0.51,0.51,0.5067999999999999,0.5058,5,5,0,0,0.4565833333333333,0.520430408772514,True,True,True,True,True,0.0020000000000000018,0.0014000000000001789,0.0,0.0,True,True,True,0.0020000000000000018,0.0013999999999999568,0.0,0.0
1061,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_eaf7d8f16fac.ttl,Fault feature extraction,"229,32,253,198,231","229,18,70,190,235",True,True,True,0.504,0.504,0.5038,0.5018,5,5,0,0,0.5155140415140415,0.599411467177837,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_eaf7d8f16fac.ttl,Fault feature extraction,"229,32,253,198,231","229,255,190,27,198",True,True,True,0.504,0.504,0.5030000000000001,0.4918,5,5,0,0,0.5155140415140415,0.6087483336335795,True,True,True,True,True,0.0,0.0007999999999999119,0.0,0.0,False,True,False,0.0,0.010000000000000009,0.0,-0.009336866455742499
1062,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ebed388f41ed.ttl,Fault detection,"72,195,175,19,209","72,218,211,166,215",True,True,True,0.527,0.527,0.5132,0.5084,5,5,0,0,0.26842857142857135,0.6168215422788593,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ebed388f41ed.ttl,Fault detection,"72,195,175,19,209","72,218,211,166,215",True,True,True,0.522,0.522,0.5105999999999999,0.5067999999999999,5,5,0,0,0.26842857142857135,0.6168215422788593,True,True,True,True,True,0.0050000000000000044,0.0026000000000000467,0.0,0.0,True,True,True,0.0050000000000000044,0.0016000000000000458,0.0,0.0
1063,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ec646a2507eb.ttl,Fault detection,"42,41,44,43,46","42,34,44,41,29",True,True,True,0.546,0.546,0.546,0.546,5,5,0,0,0.2967919799498747,0.352885623148781,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ec646a2507eb.ttl,Fault detection,"42,41,44,43,46","42,34,44,41,29",True,True,True,0.537,0.537,0.537,0.537,5,5,0,0,0.2967919799498747,0.352885623148781,True,True,True,True,True,0.009000000000000008,0.009000000000000008,0.0,0.0,True,True,True,0.009000000000000008,0.009000000000000008,0.0,0.0
1064,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ed1cdbe872df.ttl,Fault detection,"72,215,19,218,20","72,218,166,211,230",True,True,True,0.609,0.609,0.5871999999999999,0.5853999999999999,4,5,1,0,0.4374356368563685,0.6071577880114465,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ed1cdbe872df.ttl,Fault detection,"72,215,19,218,20","72,218,166,211,230",True,True,True,0.583,0.583,0.5662,0.5648000000000001,4,5,1,0,0.4374356368563685,0.6071577880114465,True,True,True,True,True,0.026000000000000023,0.020999999999999908,0.0,0.0,True,True,True,0.026000000000000023,0.02059999999999984,0.0,0.0
1065,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ed2d565265fb.ttl,Health assessment,"31,38,239,213,221","31,213,239,221,104",True,True,True,0.5,0.5,0.5,0.5,5,5,0,0,0.5621461887290472,0.5927769588210243,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ed2d565265fb.ttl,Health assessment,"31,38,239,213,221","31,213,239,221,104",True,True,True,0.5,0.5,0.5,0.5,5,5,0,0,0.5621461887290472,0.5927769588210243,True,True,True,True,True,0.0,0.0,0.0,0.0,True,True,True,0.0,0.0,0.0,0.0
1066,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ede4e9db24aa.ttl,Remaining useful life estimation,"22,21,24,23,26","22,208,107,68,21",True,True,True,0.559,0.559,0.559,0.5302,3,5,1,0,0.16684210526315785,0.4661227206654865,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ede4e9db24aa.ttl,Remaining useful life estimation,"259,249,250,22,21","259,249,22,207,92",True,True,True,0.635,0.635,0.5998,0.567,5,5,0,0,0.33313907958301553,0.5132747111681643,True,True,False,False,False,-0.07599999999999996,-0.04079999999999995,-2.0,-0.16629697431985768,False,False,False,-0.07599999999999996,-0.036799999999999944,0.0,-0.047151990502677765
1067,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_edeaf0d7ae46.ttl,Multiple steps future state forecast,"102,103,101,136,139","102,143,141,146,101",True,True,True,0.511,0.511,0.511,0.511,5,5,0,0,0.23737981024588883,0.3244747335056125,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_edeaf0d7ae46.ttl,Multiple steps future state forecast,"102,103,101,136,139","102,143,141,146,101",True,True,True,0.509,0.509,0.509,0.509,5,5,0,0,0.23737981024588883,0.3244747335056125,True,True,True,True,True,0.0020000000000000018,0.0020000000000000018,0.0,0.0,True,True,True,0.0020000000000000018,0.0020000000000000018,0.0,0.0
1068,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_eeefdc27abf1.ttl,Health assessment,"31,38,239,213,221","31,213,239,221,104",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.5621461887290472,0.5927769588210243,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_eeefdc27abf1.ttl,Health assessment,"31,38,239,213,221","31,213,239,221,104",True,True,True,0.645,0.645,0.645,0.645,5,5,0,0,0.5621461887290472,0.5927769588210243,True,True,True,True,True,0.061999999999999944,0.061999999999999944,0.0,0.0,True,True,True,0.061999999999999944,0.061999999999999944,0.0,0.0
1069,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ef2959399ba1.ttl,Fault detection,"245,42,41,44,43","245,41,34,44,33",True,True,True,0.51,0.51,0.51,0.51,5,5,0,0,0.38654077501445916,0.4211804195804196,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ef2959399ba1.ttl,Fault detection,"245,42,41,44,43","245,41,34,44,33",True,True,True,0.508,0.508,0.508,0.508,5,5,0,0,0.38654077501445916,0.4211804195804196,True,True,True,True,True,0.0020000000000000018,0.0020000000000000018,0.0,0.0,True,True,True,0.0020000000000000018,0.0020000000000000018,0.0,0.0
1070,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f05c2f8974c2.ttl,Fault feature extraction,"17,32,253,198,235","17,229,70,190,235",True,True,True,0.527,0.527,0.5166000000000001,0.513,5,5,0,0,0.45237681159420295,0.599411467177837,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f05c2f8974c2.ttl,Fault feature extraction,"17,32,253,198,235","17,229,70,190,235",True,True,True,0.522,0.522,0.5134,0.5105999999999999,5,5,0,0,0.45237681159420295,0.599411467177837,True,True,True,True,True,0.0050000000000000044,0.0032000000000000917,0.0,0.0,True,True,True,0.0050000000000000044,0.0024000000000000687,0.0,0.0
1071,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f2b10473f690.ttl,One step future state forecast,"131,132,106,10,135","131,10,135,132,133",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.34907363834422656,0.32854030501089326,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f2b10473f690.ttl,One step future state forecast,"131,132,106,10,135","131,10,135,132,249",True,True,True,0.645,0.645,0.645,0.6314,5,5,0,0,0.34907363834422656,0.4007625272331155,True,True,True,True,True,0.061999999999999944,0.061999999999999944,0.0,0.0,False,True,False,0.061999999999999944,0.0756,0.0,-0.07222222222222224
1072,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f2bc603e13fb.ttl,Health assessment,"7,177,31,38,213","7,227,104,221,193",True,True,True,0.513,0.513,0.5124,0.508,4,5,1,0,0.49144919205566157,0.6004300869695607,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f2bc603e13fb.ttl,Health assessment,"7,177,31,38,213","7,227,104,221,193",True,True,True,0.51,0.51,0.51,0.5062,4,5,1,0,0.49144919205566157,0.6004300869695607,True,True,True,True,True,0.0030000000000000027,0.0023999999999999577,0.0,0.0,True,True,True,0.0030000000000000027,0.0018000000000000238,0.0,0.0
1073,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f46ccc885a23.ttl,Health assessment,"73,7,177,31,38","73,7,239,104,227",True,True,True,0.51,0.51,0.5056,0.5048,4,5,1,0,0.45678742007428735,0.5960911680911681,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f46ccc885a23.ttl,Health assessment,"73,7,177,31,38","73,7,239,104,227",True,True,True,0.508,0.508,0.5044000000000001,0.5038,4,5,1,0,0.45678742007428735,0.5960911680911681,True,True,True,True,True,0.0020000000000000018,0.0011999999999999789,0.0,0.0,True,True,True,0.0020000000000000018,0.0010000000000000009,0.0,0.0
1074,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f4e001ac1d13.ttl,Remaining useful life estimation,"51,53,52,55,54","51,126,108,55,3",True,True,True,0.532,0.532,0.532,0.532,4,5,1,0,0.28709160571229536,0.4219032879215052,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f4e001ac1d13.ttl,Remaining useful life estimation,"259,249,250,51,53","259,55,249,126,108",True,True,True,0.642,0.642,0.594,0.5715999999999999,5,5,0,0,0.3493504005572971,0.5047400109469076,True,True,False,False,False,-0.10999999999999999,-0.061999999999999944,-1.0,-0.06225879484500174,False,False,False,-0.10999999999999999,-0.03959999999999986,0.0,-0.08283672302540235
