query_index,facts_file_primary_no_default,task_primary_no_default,baseline_refs_primary_no_default,diverse_refs_primary_no_default,changed_order_primary_no_default,changed_reference_set_primary_no_default,top1_preserved_primary_no_default,baseline_top_similarity_primary_no_default,diverse_top_similarity_primary_no_default,baseline_mean_similarity_primary_no_default,diverse_mean_similarity_primary_no_default,baseline_unique_models_primary_no_default,diverse_unique_models_primary_no_default,baseline_has_duplicate_models_primary_no_default,diverse_has_duplicate_models_primary_no_default,baseline_intra_list_dissimilarity_primary_no_default,diverse_intra_list_dissimilarity_primary_no_default,facts_file_default_sync,task_default_sync,baseline_refs_default_sync,diverse_refs_default_sync,changed_order_default_sync,changed_reference_set_default_sync,top1_preserved_default_sync,baseline_top_similarity_default_sync,diverse_top_similarity_default_sync,baseline_mean_similarity_default_sync,diverse_mean_similarity_default_sync,baseline_unique_models_default_sync,diverse_unique_models_default_sync,baseline_has_duplicate_models_default_sync,diverse_has_duplicate_models_default_sync,baseline_intra_list_dissimilarity_default_sync,diverse_intra_list_dissimilarity_default_sync,facts_file_equal,task_equal,baseline_ranking_equal,baseline_top1_equal,baseline_refset_equal,baseline_top_similarity_diff_primary_minus_default,baseline_mean_similarity_diff_primary_minus_default,baseline_unique_models_diff_primary_minus_default,baseline_intra_list_dissimilarity_diff_primary_minus_default,diverse_ranking_equal,diverse_top1_equal,diverse_refset_equal,diverse_top_similarity_diff_primary_minus_default,diverse_mean_similarity_diff_primary_minus_default,diverse_unique_models_diff_primary_minus_default,diverse_intra_list_dissimilarity_diff_primary_minus_default
26,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_3a301111e1fe.ttl,One step future state forecast,"131,132,106,10,135","131,10,135,132,133",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.34907363834422656,0.32854030501089326,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_3a301111e1fe.ttl,One step future state forecast,"131,132,106,10,135","131,10,135,132,249",True,True,True,0.645,0.645,0.645,0.6314,5,5,0,0,0.34907363834422656,0.4007625272331155,True,True,True,True,True,0.061999999999999944,0.061999999999999944,0.0,0.0,False,True,False,0.061999999999999944,0.0756,0.0,-0.07222222222222224
27,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_40a36423982c.ttl,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.4394110275689223,0.4859203463203463,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_40a36423982c.ttl,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.559,0.559,0.559,0.559,5,5,0,0,0.4394110275689223,0.4859203463203463,True,True,True,True,True,0.017999999999999905,0.017999999999999905,0.0,0.0,True,True,True,0.017999999999999905,0.017999999999999905,0.0,0.0
28,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_4660ee2adb7e.ttl,Fault feature extraction,"32,253,198,18,235","32,190,198,229,253",True,True,True,0.671,0.671,0.6404,0.639,5,5,0,0,0.4523768115942029,0.607960927960928,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_4660ee2adb7e.ttl,Fault feature extraction,"32,253,198,259,18","32,190,198,229,235",True,True,True,0.633,0.633,0.6108,0.5953999999999999,5,5,0,0,0.5002815734989648,0.5967863247863249,True,True,False,True,False,0.038000000000000034,0.02959999999999996,0.0,-0.04790476190476195,False,True,False,0.038000000000000034,0.04360000000000008,0.0,0.01117460317460317
29,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_4abf47988e1b.ttl,One step future state forecast,"106,10,131,132,135","106,132,135,10,134",True,True,True,0.588,0.588,0.5838,0.5838,5,5,0,0,0.3490736383442266,0.3655148148148148,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_4abf47988e1b.ttl,One step future state forecast,"106,10,131,132,135","106,132,135,255,10",True,True,True,0.567,0.567,0.5640000000000001,0.5522,5,5,0,0,0.3490736383442266,0.4266049787492411,True,True,True,True,True,0.02100000000000002,0.01979999999999993,0.0,0.0,False,True,False,0.02100000000000002,0.03159999999999996,0.0,-0.06109016393442629
30,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_4b28dc65fe44.ttl,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.4394110275689223,0.4859203463203463,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_4b28dc65fe44.ttl,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.645,0.645,0.645,0.645,5,5,0,0,0.4394110275689223,0.4859203463203463,True,True,True,True,True,0.061999999999999944,0.061999999999999944,0.0,0.0,True,True,True,0.061999999999999944,0.061999999999999944,0.0,0.0
31,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_4ef590c98f1b.ttl,One step future state forecast,"131,132,106,10,135","131,10,135,132,133",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.34907363834422656,0.32854030501089326,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_4ef590c98f1b.ttl,One step future state forecast,"131,132,106,10,135","131,10,135,249,255",True,True,True,0.559,0.559,0.559,0.5354,5,5,0,0,0.34907363834422656,0.45697810636094144,True,True,True,True,True,0.017999999999999905,0.017999999999999905,0.0,0.0,False,True,False,0.017999999999999905,0.04159999999999997,0.0,-0.12843780135004818
32,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_5250ed7e7ce4.ttl,One step future state forecast,"131,132,106,10,135","131,10,135,132,133",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.34907363834422656,0.32854030501089326,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_5250ed7e7ce4.ttl,One step future state forecast,"131,132,106,10,135","131,10,135,132,249",True,True,True,0.645,0.645,0.645,0.6314,5,5,0,0,0.34907363834422656,0.4007625272331155,True,True,True,True,True,0.061999999999999944,0.061999999999999944,0.0,0.0,False,True,False,0.061999999999999944,0.0756,0.0,-0.07222222222222224
33,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_550b300f2513.ttl,One step future state forecast,"131,132,106,10,135","131,10,135,132,133",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.34907363834422656,0.32854030501089326,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_550b300f2513.ttl,One step future state forecast,"131,132,106,10,135","131,10,135,132,249",True,True,True,0.645,0.645,0.645,0.6314,5,5,0,0,0.34907363834422656,0.4007625272331155,True,True,True,True,True,0.061999999999999944,0.061999999999999944,0.0,0.0,False,True,False,0.061999999999999944,0.0756,0.0,-0.07222222222222224
34,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_55a5963df187.ttl,One step future state forecast,"10,106,131,132,135","10,134,132,106,135",True,True,True,0.51,0.51,0.5031999999999999,0.5032,5,5,0,0,0.3490736383442266,0.3655148148148148,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_55a5963df187.ttl,One step future state forecast,"10,106,131,132,135","10,259,135,132,249",True,True,True,0.508,0.508,0.5027999999999999,0.49239999999999995,5,5,0,0,0.3490736383442266,0.47303703703703703,True,True,True,True,True,0.0020000000000000018,0.00039999999999995595,0.0,0.0,False,True,False,0.0020000000000000018,0.010800000000000032,0.0,-0.10752222222222224
35,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_55e23d1ad9f5.ttl,Remaining useful life estimation,"234,232,233,15,14","234,122,249,128,16",True,True,True,0.635,0.635,0.635,0.635,4,5,1,0,0.3189603238866397,0.5494555202976256,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_55e23d1ad9f5.ttl,Remaining useful life estimation,"249,250,259,234,232","249,15,250,242,128",True,True,True,0.723,0.723,0.6606,0.6552,5,5,0,0,0.4150818713450293,0.5402767327355034,True,True,False,False,False,-0.08799999999999997,-0.025599999999999956,-1.0,-0.09612154745838958,False,False,False,-0.08799999999999997,-0.020199999999999996,0.0,0.009178787562122204
36,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_5d3461a99457.ttl,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.4394110275689223,0.4859203463203463,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_5d3461a99457.ttl,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.645,0.645,0.645,0.645,5,5,0,0,0.4394110275689223,0.4859203463203463,True,True,True,True,True,0.061999999999999944,0.061999999999999944,0.0,0.0,True,True,True,0.061999999999999944,0.061999999999999944,0.0,0.0
37,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_5dec38f8cc66.ttl,Remaining useful life estimation,"51,53,52,55,54","51,207,204,36,55",True,True,True,0.577,0.577,0.577,0.577,4,5,1,0,0.28709160571229536,0.541168684973563,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_5dec38f8cc66.ttl,Remaining useful life estimation,"249,250,259,51,53","249,204,259,55,208",True,True,True,0.707,0.707,0.6478,0.6182000000000001,5,5,0,0,0.3493504005572971,0.5596527979358167,True,True,False,False,False,-0.13,-0.07080000000000009,-1.0,-0.06225879484500174,False,False,False,-0.13,-0.041200000000000125,0.0,-0.018484112962253718
38,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_5f139e146360.ttl,One step future state forecast,"131,132,106,10,135","131,10,135,132,133",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.34907363834422656,0.32854030501089326,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_5f139e146360.ttl,One step future state forecast,"131,132,106,10,135","131,10,135,132,249",True,True,True,0.645,0.645,0.645,0.6314,5,5,0,0,0.34907363834422656,0.4007625272331155,True,True,True,True,True,0.061999999999999944,0.061999999999999944,0.0,0.0,False,True,False,0.061999999999999944,0.0756,0.0,-0.07222222222222224
39,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_5f2bc68116b8.ttl,Fault feature extraction,"18,229,32,253,198","18,229,70,190,235",True,True,True,0.53,0.53,0.5184000000000001,0.5130000000000001,5,5,0,0,0.5450682168073472,0.599411467177837,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_5f2bc68116b8.ttl,Fault feature extraction,"18,229,32,253,198","18,229,70,190,235",True,True,True,0.524,0.524,0.5148,0.5108,5,5,0,0,0.5450682168073472,0.599411467177837,True,True,True,True,True,0.006000000000000005,0.0036000000000000476,0.0,0.0,True,True,True,0.006000000000000005,0.0022000000000000908,0.0,0.0
40,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_623ac38deaa2.ttl,Health assessment,"31,38,239,213,221","31,213,239,221,104",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.5621461887290472,0.5927769588210243,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_623ac38deaa2.ttl,Health assessment,"31,38,239,213,221","31,213,239,221,104",True,True,True,0.645,0.645,0.645,0.645,5,5,0,0,0.5621461887290472,0.5927769588210243,True,True,True,True,True,0.061999999999999944,0.061999999999999944,0.0,0.0,True,True,True,0.061999999999999944,0.061999999999999944,0.0,0.0
41,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_6269de1ae371.ttl,Fault feature extraction,"32,27,235,17,18","32,190,229,198,235",True,True,True,0.577,0.577,0.577,0.577,4,5,1,0,0.4246031746031746,0.5967863247863248,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_6269de1ae371.ttl,Fault feature extraction,"32,27,235,17,18","32,190,229,198,235",True,True,True,0.559,0.559,0.559,0.559,4,5,1,0,0.4246031746031746,0.5967863247863248,True,True,True,True,True,0.017999999999999905,0.017999999999999905,0.0,0.0,True,True,True,0.017999999999999905,0.017999999999999905,0.0,0.0
42,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_64dc30950f8c.ttl,Multiple steps future state forecast,"11,130,129,183,102","11,183,140,129,141",True,True,True,0.514,0.514,0.5114,0.5105999999999999,5,5,0,0,0.5068599844599845,0.5031315301404293,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_64dc30950f8c.ttl,Multiple steps future state forecast,"11,130,129,183,102","11,183,140,129,141",True,True,True,0.511,0.511,0.5087999999999999,0.5082000000000001,5,5,0,0,0.5068599844599845,0.5031315301404293,True,True,True,True,True,0.0030000000000000027,0.0026000000000000467,0.0,0.0,True,True,True,0.0030000000000000027,0.0023999999999998467,0.0,0.0
43,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_6e7c4f90a8d7.ttl,Health assessment,"31,38,239,213,221","31,213,239,221,104",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.5621461887290472,0.5927769588210243,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_6e7c4f90a8d7.ttl,Health assessment,"31,38,239,213,221","31,213,239,221,104",True,True,True,0.645,0.645,0.645,0.645,5,5,0,0,0.5621461887290472,0.5927769588210243,True,True,True,True,True,0.061999999999999944,0.061999999999999944,0.0,0.0,True,True,True,0.061999999999999944,0.061999999999999944,0.0,0.0
44,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_73e4a95e45ca.ttl,Health assessment,"31,38,239,213,221","31,213,239,221,104",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.5621461887290472,0.5927769588210243,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_73e4a95e45ca.ttl,Health assessment,"31,38,239,213,221","31,213,239,221,104",True,True,True,0.645,0.645,0.645,0.645,5,5,0,0,0.5621461887290472,0.5927769588210243,True,True,True,True,True,0.061999999999999944,0.061999999999999944,0.0,0.0,True,True,True,0.061999999999999944,0.061999999999999944,0.0,0.0
45,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_772695bf4051.ttl,Remaining useful life estimation,"234,232,233,15,14","234,122,249,128,16",True,True,True,0.816,0.816,0.8160000000000001,0.8160000000000001,4,5,1,0,0.3189603238866397,0.5494555202976256,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_772695bf4051.ttl,Remaining useful life estimation,"249,250,234,232,233","249,15,250,242,128",True,True,True,0.866,0.866,0.7964,0.7964,5,5,0,0,0.4496196813873765,0.5402767327355034,True,True,False,False,False,-0.050000000000000044,0.019600000000000062,-1.0,-0.13065935750073682,False,False,False,-0.050000000000000044,0.019600000000000062,0.0,0.009178787562122204
46,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_7893f607735e.ttl,Fault identification,"210,201,202,203,48","210,48,247,212,243",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.5280894698410694,0.6597099496709253,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_7893f607735e.ttl,Fault identification,"255,210,201,202,203","255,238,247,201,13",True,True,True,0.707,0.707,0.5886000000000001,0.5886000000000001,5,5,0,0,0.5673812731197581,0.68496389039012,True,True,False,False,False,-0.13,-0.011600000000000166,0.0,-0.03929180327868864,False,False,False,-0.13,-0.011600000000000166,0.0,-0.025253940719194623
47,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_7e8b13361693.ttl,Remaining useful life estimation,"234,232,233,15,14","234,122,249,128,16",True,True,True,0.707,0.707,0.707,0.707,4,5,1,0,0.3189603238866397,0.5494555202976256,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_7e8b13361693.ttl,Remaining useful life estimation,"249,250,234,232,233","249,15,250,242,128",True,True,True,0.775,0.775,0.7126000000000001,0.7126000000000001,5,5,0,0,0.4496196813873765,0.5402767327355034,True,True,False,False,False,-0.06800000000000006,-0.00560000000000016,-1.0,-0.13065935750073682,False,False,False,-0.06800000000000006,-0.00560000000000016,0.0,0.009178787562122204
48,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_7ecb8b8f68bb.ttl,Remaining useful life estimation,"51,53,52,55,54","51,207,204,36,55",True,True,True,0.577,0.577,0.577,0.577,4,5,1,0,0.28709160571229536,0.541168684973563,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_7ecb8b8f68bb.ttl,Remaining useful life estimation,"249,250,259,51,53","249,204,259,55,208",True,True,True,0.707,0.707,0.6478,0.6182000000000001,5,5,0,0,0.3493504005572971,0.5596527979358167,True,True,False,False,False,-0.13,-0.07080000000000009,-1.0,-0.06225879484500174,False,False,False,-0.13,-0.041200000000000125,0.0,-0.018484112962253718
49,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_7f3c89f45832.ttl,One step future state forecast,"106,10,131,132,135","106,132,135,10,134",True,True,True,0.582,0.582,0.5793999999999999,0.5793999999999999,5,5,0,0,0.3490736383442266,0.3655148148148148,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_7f3c89f45832.ttl,One step future state forecast,"106,10,131,132,135","106,132,135,255,10",True,True,True,0.563,0.563,0.561,0.5496000000000001,5,5,0,0,0.3490736383442266,0.4266049787492411,True,True,True,True,True,0.019000000000000017,0.01839999999999986,0.0,0.0,False,True,False,0.019000000000000017,0.029799999999999827,0.0,-0.06109016393442629
50,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_8068c91cfcfb.ttl,One step future state forecast,"131,132,106,10,135","131,10,135,132,133",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.34907363834422656,0.32854030501089326,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_8068c91cfcfb.ttl,One step future state forecast,"131,132,106,10,135","131,10,135,132,249",True,True,True,0.645,0.645,0.645,0.6314,5,5,0,0,0.34907363834422656,0.4007625272331155,True,True,True,True,True,0.061999999999999944,0.061999999999999944,0.0,0.0,False,True,False,0.061999999999999944,0.0756,0.0,-0.07222222222222224
51,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_8477986e81ed.ttl,Health assessment,"173,2,221,239,153","173,213,221,193,38",True,True,True,0.589,0.589,0.5864,0.5835999999999999,5,5,0,0,0.41702167182662536,0.58329435537216,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_8477986e81ed.ttl,Health assessment,"173,2,221,239,153","173,213,221,193,38",True,True,True,0.568,0.568,0.566,0.564,5,5,0,0,0.41702167182662536,0.58329435537216,True,True,True,True,True,0.02100000000000002,0.020400000000000085,0.0,0.0,True,True,True,0.02100000000000002,0.01959999999999995,0.0,0.0
52,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_8a2e7a6c3819.ttl,Fault feature extraction,"70,190,27,235,231","70,190,229,198,235",True,True,True,0.513,0.513,0.5084,0.5067999999999999,5,5,0,0,0.5554281889462611,0.605755152478044,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_8a2e7a6c3819.ttl,Fault feature extraction,"70,190,27,235,231","70,190,229,198,235",True,True,True,0.51,0.51,0.5065999999999999,0.5056,5,5,0,0,0.5554281889462611,0.605755152478044,True,True,True,True,True,0.0030000000000000027,0.0018000000000000238,0.0,0.0,True,True,True,0.0030000000000000027,0.0011999999999998678,0.0,0.0
53,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_8bb32487bd90.ttl,One step future state forecast,"131,132,106,10,135","131,10,135,132,133",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.34907363834422656,0.32854030501089326,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_8bb32487bd90.ttl,One step future state forecast,"131,132,106,10,135","131,10,135,132,249",True,True,True,0.645,0.645,0.645,0.6314,5,5,0,0,0.34907363834422656,0.4007625272331155,True,True,True,True,True,0.061999999999999944,0.061999999999999944,0.0,0.0,False,True,False,0.061999999999999944,0.0756,0.0,-0.07222222222222224
54,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_8c97841ffeb0.ttl,Remaining useful life estimation,"51,53,52,55,54","51,207,204,36,55",True,True,True,0.577,0.577,0.577,0.577,4,5,1,0,0.28709160571229536,0.541168684973563,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_8c97841ffeb0.ttl,Remaining useful life estimation,"249,250,259,51,53","249,204,259,55,208",True,True,True,0.707,0.707,0.6478,0.6182000000000001,5,5,0,0,0.3493504005572971,0.5596527979358167,True,True,False,False,False,-0.13,-0.07080000000000009,-1.0,-0.06225879484500174,False,False,False,-0.13,-0.041200000000000125,0.0,-0.018484112962253718
55,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_8d2f5e129936.ttl,Fault feature extraction,"32,27,235,17,18","32,190,229,198,235",True,True,True,0.577,0.577,0.577,0.577,4,5,1,0,0.4246031746031746,0.5967863247863248,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_8d2f5e129936.ttl,Fault feature extraction,"32,27,235,17,18","32,190,229,198,235",True,True,True,0.559,0.559,0.559,0.559,4,5,1,0,0.4246031746031746,0.5967863247863248,True,True,True,True,True,0.017999999999999905,0.017999999999999905,0.0,0.0,True,True,True,0.017999999999999905,0.017999999999999905,0.0,0.0
56,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_8d8a5b72c774.ttl,One step future state forecast,"131,132,106,10,135","131,10,135,132,133",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.34907363834422656,0.32854030501089326,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_8d8a5b72c774.ttl,One step future state forecast,"131,132,106,10,135","131,10,135,249,255",True,True,True,0.559,0.559,0.559,0.5354,5,5,0,0,0.34907363834422656,0.45697810636094144,True,True,True,True,True,0.017999999999999905,0.017999999999999905,0.0,0.0,False,True,False,0.017999999999999905,0.04159999999999997,0.0,-0.12843780135004818
57,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_8ff4d31a1511.ttl,Fault feature extraction,"70,235,229,18,231","70,190,229,198,235",True,True,True,0.52,0.52,0.5112000000000001,0.5104,5,5,0,0,0.5301972380683748,0.605755152478044,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_8ff4d31a1511.ttl,Fault feature extraction,"70,235,229,18,231","70,190,229,198,235",True,True,True,0.516,0.516,0.509,0.5082,5,5,0,0,0.5301972380683748,0.605755152478044,True,True,True,True,True,0.0040000000000000036,0.0022000000000000908,0.0,0.0,True,True,True,0.0040000000000000036,0.0021999999999999797,0.0,0.0
58,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_93799b400c86.ttl,Remaining useful life estimation,"204,157,158,156,92","204,157,21,92,97",True,True,True,0.523,0.523,0.5166000000000001,0.5158,3,5,1,0,0.38776662950575996,0.4904687229035055,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_93799b400c86.ttl,Remaining useful life estimation,"259,249,250,204,157","259,249,204,22,92",True,True,True,0.638,0.638,0.5874,0.5628,5,5,0,0,0.46583683799126085,0.5290670265407107,True,True,False,False,False,-0.11499999999999999,-0.07079999999999997,-2.0,-0.07807020848550089,False,False,False,-0.11499999999999999,-0.04699999999999993,0.0,-0.03859830363720518
59,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_9a39f3592864.ttl,Fault feature extraction,"70,231,190,17,235","70,190,229,198,235",True,True,True,0.52,0.52,0.5105999999999999,0.5065999999999999,5,5,0,0,0.5515028561450772,0.605755152478044,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_9a39f3592864.ttl,Fault feature extraction,"70,231,190,17,235","70,190,229,198,235",True,True,True,0.516,0.516,0.5084000000000001,0.5052000000000001,5,5,0,0,0.5515028561450772,0.605755152478044,True,True,True,True,True,0.0040000000000000036,0.0021999999999998687,0.0,0.0,True,True,True,0.0040000000000000036,0.0013999999999998458,0.0,0.0
60,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_9b451b7f7ee0.ttl,Health assessment,"31,38,239,213,221","31,213,239,221,104",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.5621461887290472,0.5927769588210243,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_9b451b7f7ee0.ttl,Health assessment,"31,38,239,213,221","31,213,239,221,104",True,True,True,0.645,0.645,0.645,0.645,5,5,0,0,0.5621461887290472,0.5927769588210243,True,True,True,True,True,0.061999999999999944,0.061999999999999944,0.0,0.0,True,True,True,0.061999999999999944,0.061999999999999944,0.0,0.0
61,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_9b53e6caba2d.ttl,Remaining useful life estimation,"51,53,52,55,54","51,207,204,36,55",True,True,True,0.707,0.707,0.707,0.707,4,5,1,0,0.28709160571229536,0.541168684973563,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_9b53e6caba2d.ttl,Remaining useful life estimation,"249,250,259,51,53","249,259,55,208,204",True,True,True,0.816,0.816,0.7476,0.7134,5,5,0,0,0.3493504005572971,0.5596527979358168,True,True,False,False,False,-0.10899999999999999,-0.04060000000000008,-1.0,-0.06225879484500174,False,False,False,-0.10899999999999999,-0.006400000000000072,0.0,-0.01848411296225383
62,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_a012354ab36b.ttl,Remaining useful life estimation,"51,53,52,55,54","51,207,204,36,55",True,True,True,0.707,0.707,0.707,0.707,4,5,1,0,0.28709160571229536,0.541168684973563,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_a012354ab36b.ttl,Remaining useful life estimation,"249,250,259,51,53","249,259,55,208,204",True,True,True,0.816,0.816,0.7476,0.7134,5,5,0,0,0.3493504005572971,0.5596527979358168,True,True,False,False,False,-0.10899999999999999,-0.04060000000000008,-1.0,-0.06225879484500174,False,False,False,-0.10899999999999999,-0.006400000000000072,0.0,-0.01848411296225383
63,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_a258a3b603ad.ttl,Remaining useful life estimation,"51,53,52,55,54","51,207,204,36,55",True,True,True,0.707,0.707,0.707,0.707,4,5,1,0,0.28709160571229536,0.541168684973563,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_a258a3b603ad.ttl,Remaining useful life estimation,"249,250,259,51,53","249,259,55,208,204",True,True,True,0.816,0.816,0.7476,0.7134,5,5,0,0,0.3493504005572971,0.5596527979358168,True,True,False,False,False,-0.10899999999999999,-0.04060000000000008,-1.0,-0.06225879484500174,False,False,False,-0.10899999999999999,-0.006400000000000072,0.0,-0.01848411296225383
64,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_a933cf332592.ttl,Remaining useful life estimation,"127,69,226,157,158","127,69,226,60,157",True,True,True,0.79,0.79,0.6886,0.6872,4,5,1,0,0.45314167826362955,0.5422490924320192,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_a933cf332592.ttl,Remaining useful life estimation,"127,69,259,249,250","127,250,69,249,226",True,True,True,0.728,0.728,0.7186,0.6984,5,5,0,0,0.38388903537684027,0.47618273866802047,True,True,False,True,False,0.062000000000000055,-0.030000000000000027,-1.0,0.06925264288678928,False,True,False,0.062000000000000055,-0.011199999999999988,0.0,0.06606635376399878
65,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_aca7906e2b63.ttl,Remaining useful life estimation,"51,53,52,55,54","51,207,204,36,55",True,True,True,0.707,0.707,0.707,0.707,4,5,1,0,0.28709160571229536,0.541168684973563,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_aca7906e2b63.ttl,Remaining useful life estimation,"249,250,259,51,53","249,259,55,208,204",True,True,True,0.816,0.816,0.7476,0.7134,5,5,0,0,0.3493504005572971,0.5596527979358168,True,True,False,False,False,-0.10899999999999999,-0.04060000000000008,-1.0,-0.06225879484500174,False,False,False,-0.10899999999999999,-0.006400000000000072,0.0,-0.01848411296225383
